gene_name	type	organism
RIDA	refseq	orycun2
POP1	refseq	orycun2
NIPAL2	refseq	orycun2
LOC108176521	refseq	orycun2
KCNS2	refseq	orycun2
STK3	refseq	orycun2
LOC103348099	refseq	orycun2
LOC106106071	other	
LOC732987	other	
LOC100283470	other	
LOC100283102	other	
OSR2	refseq	orycun2
VPS13B	refseq	orycun2
MIR599	other	mm9
MIR599	other	hg19
MIR599	other	
MIR875	other	
MIR875	other	mm9
MIR875	other	hg19
LOC100340645	refseq	orycun2
RGS22	refseq	orycun2
LOC108176523	refseq	orycun2
FBXO43	refseq	orycun2
POLR2K	refseq	orycun2
SPAG1	refseq	orycun2
RNF19A	refseq	orycun2
ANKRD46	refseq	orycun2
YWHAE1	other	
SNX31	refseq	orycun2
PABPC1	refseq	orycun2
YWHAZ	refseq	orycun2
LOC100342951	refseq	orycun2
ZN706	other	
LOC108176525	refseq	orycun2
LOC103348101	refseq	orycun2
LOC103348102	refseq	orycun2
GRHL2	refseq	orycun2
NCALD	refseq	orycun2
RRM2B	refseq	orycun2
UBR5	refseq	orycun2
LOC108176580	refseq	orycun2
ODF1	refseq	orycun2
KLF10	refseq	orycun2
LOC108176526	refseq	orycun2
LOC108176527	refseq	orycun2
AZIN1	refseq	orycun2
ATP6V1C1	refseq	orycun2
BAALC	refseq	orycun2
GNPNAT1.L	other	
GNPNAT	other	
RBIS	other	
LOC105369147	other	hg19
FZD6	refseq	orycun2
FZD6.S	other	
CTHRC1	refseq	orycun2
SLC25A32	refseq	orycun2
DCAF13	refseq	orycun2
LOC105375690	other	hg19
RIMS2	refseq	orycun2
LOC108176528	refseq	orycun2
DCSTAMP	refseq	orycun2
DPYS	refseq	orycun2
LOC108176529	refseq	orycun2
LRP12	refseq	orycun2
LOC103348108	refseq	orycun2
LOC103348109	refseq	orycun2
ZFPM2	refseq	orycun2
ZFPM2-AS1	other	hg19
OXR1	refseq	orycun2
TATDN1.L	other	
LOC103646475	other	
TAG-243	other	
ABRA	refseq	orycun2
LOC103348111	refseq	orycun2
ANGPT1	refseq	orycun2
RSPO2	refseq	orycun2
HP1E	other	
HP1B-L	other	
HP1B	other	
EIF3E	refseq	orycun2
LOC103348112	refseq	orycun2
EMC2	refseq	orycun2
TMEM74	refseq	orycun2
TRHR	refseq	orycun2
LOC103348114	refseq	orycun2
NUDCD1	refseq	orycun2
SINHCAF	other	mm9
SINHCAF.L	other	
ENY2	refseq	orycun2
PKHD1L1	refseq	orycun2
EBAG9	refseq	orycun2
SYBU	refseq	orycun2
LOC100132813	other	hg19
LOC108176562	refseq	orycun2
RGD1309489	other	
A930017M01RIK	other	mm9
KCNV1	refseq	orycun2
GM5434	other	mm9
LOC100346096	refseq	orycun2
CSMD3	refseq	orycun2
MIR2053	other	hg19
LOC108176530	refseq	orycun2
LOC108176581	refseq	orycun2
FAM174C	other	
FAM174C	other	mm9
LOC103348116	refseq	orycun2
LOC108176582	refseq	orycun2
TRPS1	refseq	orycun2
F1O17.6; F1O17_6	other	
LOC100800463	other	
RPL33A	other	
TRPS1.S	other	
LOC108176583	refseq	orycun2
LINC00536	other	hg19
GM19303	other	mm9
EIF3H	refseq	orycun2
LOC105375713	other	hg19
UTP23	refseq	orycun2
RAD21	refseq	orycun2
AARD	refseq	orycun2
SLC30A8	refseq	orycun2
MED30	refseq	orycun2
LOC100305824	other	
LOC102577689	other	
RAB7B.L	other	
RAB7B.S	other	
YPT7	other	
AGOS_ACR003C	other	
LOC100272622	other	
RABG3C	other	
LOC100383121	other	
RABG3D	other	
RABG3E	other	
LOC107913905	other	
LOC100305642	other	
ELR19	other	
RAB7	other	
ZGC:100918	other	
LOC100787120	other	
RABG3A	other	
RABG3B	other	
LOC100785104	other	
LOC100499740	other	
RABG1	other	
MGC75872	other	
SI:DKEY-13A21.4	other	
EXT1	refseq	orycun2
EXT1B	other	
LOC103348118	refseq	orycun2
LOC100313593	other	
Y39A3CL.3	other	
SAMD12	refseq	orycun2
TNFRSF11B	refseq	orycun2
LOC101927513	other	hg19
COLEC10	refseq	orycun2
LOC103348163	refseq	orycun2
MAL2	refseq	orycun2
C14H11ORF65	other	
C11ORF65	other	hg19
NOV	refseq	orycun2
ENPP2	refseq	orycun2
LOC100352749	refseq	orycun2
TAF2	refseq	orycun2
DSCC1	refseq	orycun2
DEPTOR	refseq	orycun2
COL14A1	refseq	orycun2
MRPL13	refseq	orycun2
MTBP	refseq	orycun2
SNTB1	refseq	orycun2
L-CDES	other	
LOC100282194	other	
NFS-1	other	
AGOS_AAL013W	other	
ECU11_1770	other	
APTX.L	other	
HAS2	refseq	orycun2
LOC106111145	other	
LOC106114680	other	
AGOS_AFR145C	other	
LOC100349650	refseq	orycun2
LOC108176532	refseq	orycun2
TEP1	other	
TEP1	other	mm9
LOC103348122	refseq	orycun2
LINC01151	other	hg19
LOC103348123	refseq	orycun2
LOC103348124	refseq	orycun2
ZHX2	refseq	orycun2
DERL1	refseq	orycun2
TBC1D31	refseq	orycun2
LOC108176533	refseq	orycun2
HNRNPA0.S	other	
FAM83A	refseq	orycun2
C3H8orf76	refseq	orycun2
ZHX1	refseq	orycun2
ZHX1-C8ORF76	other	hg19
ATAD2	refseq	orycun2
WDYHV1	refseq	orycun2
FBXO32	refseq	orycun2
LOC103348125	refseq	orycun2
KLHL38	refseq	orycun2
ANXA13	refseq	orycun2
FAM91A1	refseq	orycun2
ODC1.L	other	
FER1L6	refseq	orycun2
FER1L6-AS1	other	hg19
FER1L6-AS2	other	hg19
TMEM65	refseq	orycun2
LOC103348128	refseq	orycun2
TRMT12	refseq	orycun2
RNF139	refseq	orycun2
TATDN1	refseq	orycun2
NDUFB9	refseq	orycun2
MTSS1	refseq	orycun2
POTEF	other	hg19
POTEM	other	hg19
POTEE	other	hg19
GM4750	other	mm9
LOC108176535	refseq	orycun2
LINC00964	other	hg19
COX7B	other	hg19
ZNF572	refseq	orycun2
SQLE	refseq	orycun2
KIAA0196	refseq	orycun2
WASHC5	other	
NSMCE2	refseq	orycun2
LOC100353158	refseq	orycun2
ZFP422	other	mm9
COX7B	other	mm9
LINC01399	other	hg19
LOC108176536	refseq	orycun2
LOC690120	other	
TRIB1	refseq	orycun2
RPA2.L	other	
RPA2.S	other	
FAM84B	refseq	orycun2
LRATD2	other	hg19
LRATD2	other	mm9
9930014A18RIK	other	mm9
CCAT2	other	hg19
CASC8	other	hg19
LOC103348132	refseq	orycun2
CASC11	other	hg19
MYC	refseq	orycun2
LOC103348133	refseq	orycun2
MIR1205	other	
MIR1205	other	hg19
LOC100353664	refseq	orycun2
LOC108176586	refseq	orycun2
OLR1169	other	
MED11	refseq	orycun2
LOC100358336	refseq	orycun2
LINC00977	other	hg19
CTNNBIP1	other	hg19
CTNNBIP1	other	mm9
CTNNBIP1	other	
4930449C09RIK	other	
GSDMC	refseq	orycun2
FAM49B	refseq	orycun2
ASAP1	refseq	orycun2
ASAP1-IT1	other	hg19
SNORA13	other	hg19
CG5641	other	
NF45	other	
ADCY8	refseq	orycun2
LOC100355188	refseq	orycun2
LOC108176538	refseq	orycun2
GANAB.L	other	
RSW3	other	
ZGC:171967	other	
AAGR-3	other	
LOC101739156	other	
LOC100279293	other	
AAGR-4	other	
LOC100383593	other	
LOC100121937	other	
GCS2ALPHA	other	
GLUII	other	
LOC102604001	other	
HNRNPH1L	other	
LOC100355441	refseq	orycun2
EFR3A	refseq	orycun2
OC90	refseq	orycun2
HHLA1	refseq	orycun2
KCNQ3	refseq	orycun2
HPYR1	other	hg19
LRRC6	refseq	orycun2
TMEM71	refseq	orycun2
PHF20L1	refseq	orycun2
TG	refseq	orycun2
SLA	refseq	orycun2
WISP1	refseq	orycun2
NDRG1	refseq	orycun2
LOC108176540	refseq	orycun2
LOC103348137	refseq	orycun2
LOC108176588	refseq	orycun2
ST3GAL1	refseq	orycun2
LOC100357982	refseq	orycun2
ZFAT	refseq	orycun2
LOC103344959	refseq	orycun2
LOC103348141	refseq	orycun2
MIR30D	other	hg19
LOC101927845	other	hg19
LINC01591	other	hg19
GM41341	other	mm9
KHDRBS3	refseq	orycun2
4930504C09RIK	other	mm9
LOC100340132	refseq	orycun2
NKAP.S	other	
LOC108176566	refseq	orycun2
LOC108176590	refseq	orycun2
E2F4/5	other	
FAM135B	refseq	orycun2
COL22A1	refseq	orycun2
KCNK9	refseq	orycun2
LOC103348144	refseq	orycun2
TRAPPC9	refseq	orycun2
LOC108176599	refseq	orycun2
LOC108176600	refseq	orycun2
LOC103348178	refseq	orycun2
LOC103348177	refseq	orycun2
MIR9016	other	
DHX35	refseq	orycun2
FAM83D	refseq	orycun2
PPP1R16B	refseq	orycun2
ACTR5	refseq	orycun2
SLC32A1	refseq	orycun2
LOC108176601	refseq	orycun2
ADIG	refseq	orycun2
RALGAPB	refseq	orycun2
LOC103348180	refseq	orycun2
LOC103348181	refseq	orycun2
LOC103348182	refseq	orycun2
LOC108175374	refseq	orycun2
LOC103348199	refseq	orycun2
LBP	refseq	orycun2
BPI	refseq	orycun2
KIAA1755	refseq	orycun2
SNRPA1.S	other	
LOC732985	other	
U2A'	other	
U2A	other	
TGM2	refseq	orycun2
RPRD1B	refseq	orycun2
TTI1	refseq	orycun2
VSTM2L	refseq	orycun2
CTNNBL1	refseq	orycun2
CTBL1	other	
BLCAP	refseq	orycun2
NNAT	refseq	orycun2
LOC103348200	refseq	orycun2
SRC	refseq	orycun2
MANBAL	refseq	orycun2
GHRH	refseq	orycun2
RPN2	refseq	orycun2
MROH8	refseq	orycun2
HIGD1A.S	other	
RBL1	refseq	orycun2
RAB5IF	other	
SAMHD1	refseq	orycun2
TLDC2	refseq	orycun2
SOGA1	refseq	orycun2
DSN1	refseq	orycun2
NDRG3	refseq	orycun2
SLA2	refseq	orycun2
LOC100342874	refseq	orycun2
TGIF2	refseq	orycun2
TGIF2-RAB5IF	other	hg19
MYL9	refseq	orycun2
DLGAP4	refseq	orycun2
AAR2	refseq	orycun2
EPB41L1	refseq	orycun2
LOC100130373	other	hg19
NORAD	other	mm9
NORAD	other	hg19
OVCH1-AS1	other	hg19
HCG11	other	hg19
CNBD2	refseq	orycun2
SCAND1	refseq	orycun2
PHF20	refseq	orycun2
RBM39	refseq	orycun2
ROMO1	refseq	orycun2
NFS1	refseq	orycun2
CPNE1	refseq	orycun2
RBM12	refseq	orycun2
SPAG4	refseq	orycun2
LOC100355189	refseq	orycun2
ERGIC3	refseq	orycun2
ERGI3	other	
C20ORF173	other	hg19
CEP250	refseq	orycun2
GDF5	refseq	orycun2
LOC100355688	refseq	orycun2
FAM83C	refseq	orycun2
EIF6	refseq	orycun2
MMP24	refseq	orycun2
MMP24-AS1-EDEM2	other	hg19
T1K7.10; T1K7_10	other	
PROCR	refseq	orycun2
EDEM2	refseq	orycun2
TRPC4AP	refseq	orycun2
MYH7B	refseq	orycun2
GSS	refseq	orycun2
ACSS2	refseq	orycun2
GGT7	refseq	orycun2
NCOA6	refseq	orycun2
LOC108176605	refseq	orycun2
TP53INP2	refseq	orycun2
LOC108176606	refseq	orycun2
PIGU	refseq	orycun2
LOC108176607	refseq	orycun2
DYNLRB1	refseq	orycun2
ITCH	refseq	orycun2
ITCHB	other	
ITCHA	other	
LOC103348190	refseq	orycun2
AHCY	refseq	orycun2
ASIP	refseq	orycun2
EIF2S2	refseq	orycun2
IF5-1	other	
EIF-2BETA	other	
RALY	refseq	orycun2
CHMP4B	refseq	orycun2
LOC108176608	refseq	orycun2
ZNF341	refseq	orycun2
PXMP4	refseq	orycun2
E2F1	refseq	orycun2
NECAB3	refseq	orycun2
ACTL10	refseq	orycun2
C4H20orf144	refseq	orycun2
CBFA2T2	refseq	orycun2
SNTA1	refseq	orycun2
CDK5RAP1	refseq	orycun2
AP22.85; AP22_85	other	
LOC103348202	refseq	orycun2
LOC103348203	refseq	orycun2
BPIFB1	refseq	orycun2
BPIFA1	refseq	orycun2
BPIFA3	refseq	orycun2
LOC108176689	refseq	orycun2
LOC100357983	refseq	orycun2
BPIFB4	other	
BPIFB4	other	hg19
BPIFB4	other	mm9
BPIFB3	other	hg19
BPIFB3	other	
BPIFB3	other	mm9
BPIFB6	refseq	orycun2
BPIFB2	refseq	orycun2
SUN5	refseq	orycun2
EFCAB8	refseq	orycun2
MAPRE1	refseq	orycun2
DNMT3B	refseq	orycun2
COMMD7	refseq	orycun2
LOC108176610	refseq	orycun2
NOL4L	refseq	orycun2
ASXL1	refseq	orycun2
LOC108176611	refseq	orycun2
KIF3B	refseq	orycun2
POFUT1	refseq	orycun2
PLAGL2	refseq	orycun2
LOC100343456	refseq	orycun2
LOC100217251	other	
TM9SF4	refseq	orycun2
LOC103348205	refseq	orycun2
HCK	refseq	orycun2
CCM2L	refseq	orycun2
XKR7	refseq	orycun2
PDRG1	refseq	orycun2
TTLL9	refseq	orycun2
DUSP15	refseq	orycun2
LOC103348206	refseq	orycun2
FOXS1	refseq	orycun2
MYLK2	refseq	orycun2
TPX2	refseq	orycun2
BCL2L1	refseq	orycun2
LOC100345745	refseq	orycun2
ID1	refseq	orycun2
LOC108176613	refseq	orycun2
LOC103348229	refseq	orycun2
HM13	refseq	orycun2
LOC100350732	refseq	orycun2
LOC108176614	refseq	orycun2
LOC103348207	refseq	orycun2
LOC100799485	other	
1700030C14RIK	other	mm9
LINC00028	other	hg19
REM1	refseq	orycun2
DEFB124	refseq	orycun2
DEFB123	refseq	orycun2
LOC103348208	refseq	orycun2
LOC108176615	refseq	orycun2
DEFB119	refseq	orycun2
LOC103348210	refseq	orycun2
LOC103348230	refseq	orycun2
DEFB116	other	hg19
DEFB116	other	
DEFB115	other	
DEFB125	refseq	orycun2
DEFB127	refseq	orycun2
DEFB128	refseq	orycun2
DEFB129	refseq	orycun2
C4H20orf96	refseq	orycun2
ZCCHC3	refseq	orycun2
NRSN2	refseq	orycun2
TRIB3	refseq	orycun2
RBCK1	refseq	orycun2
TBC1D20	refseq	orycun2
CSNK2A1	refseq	orycun2
CSNK2A3	other	hg19
TCF15	refseq	orycun2
SRXN1	refseq	orycun2
LOC108176616	refseq	orycun2
SCRT2	other	mm9
SCRT2	other	hg19
SCRT2	other	
CACYBP.L	other	
SLC52A3	refseq	orycun2
6820408C15RIK	other	mm9
FAM110A	refseq	orycun2
ANGPT4	refseq	orycun2
RSPO4	refseq	orycun2
LOC108176617	refseq	orycun2
PSMF1	refseq	orycun2
TMEM74B	refseq	orycun2
C4H20orf202	refseq	orycun2
RAD21L1	refseq	orycun2
UBC29	other	
LOC100786559	other	
LOC102584897	other	
LOC101258840	other	
LOC100819697	other	
LOC542529	other	
LOC103633434	other	
LOC103652581	other	
LOC103636325	other	
LOC108176618	refseq	orycun2
SNPH	refseq	orycun2
SDCBP2	refseq	orycun2
SDCBP2-AS1	other	hg19
FKBP1A	refseq	orycun2
NSFL1C	refseq	orycun2
SIRPB2	refseq	orycun2
LOC108176619	refseq	orycun2
LOC100350239	refseq	orycun2
SIRPB1	other	hg19
LOC100350480	refseq	orycun2
GM9733	other	mm9
SIRPG	other	hg19
GM5150	other	mm9
SIRPD	other	hg19
SIRPB1A	other	mm9
SIRPB1B	other	mm9
SIRPB1C	other	mm9
LOC100351236	refseq	orycun2
SIRPB3	other	
SIRPA	refseq	orycun2
PDYN-AS1	other	hg19
PDYN	refseq	orycun2
STK35	refseq	orycun2
LOC108176620	refseq	orycun2
TGM3	refseq	orycun2
TGM6	refseq	orycun2
SNRPB	refseq	orycun2
LOC100341851	refseq	orycun2
TMC2	refseq	orycun2
NOP56	refseq	orycun2
IDH3B	refseq	orycun2
EBF4	refseq	orycun2
LOC102606370	other	
LOC107862198	other	
CPXM1	refseq	orycun2
C4H20orf141	refseq	orycun2
TMEM239	refseq	orycun2
PCED1A	refseq	orycun2
VPS16	refseq	orycun2
PTPRA	refseq	orycun2
GNRH2	other	
GNRH2	other	hg19
GNRH2P	other	
MRPS26	refseq	orycun2
OXT	refseq	orycun2
AVP	refseq	orycun2
UBOX5-AS1	other	hg19
UBOX5	other	hg19
UBOX5	other	
UBOX5	other	mm9
UBOX5.S	other	
FASTKD5	refseq	orycun2
LOC108176621	refseq	orycun2
LOC100344556	refseq	orycun2
DDRGK1	refseq	orycun2
ITPA	refseq	orycun2
SLC4A11	refseq	orycun2
C4H20orf194	refseq	orycun2
ATRN	refseq	orycun2
GFRA4	refseq	orycun2
ADAM33	refseq	orycun2
SIGLEC1	refseq	orycun2
HSPA12B	refseq	orycun2
C4H20orf27	refseq	orycun2
SPEF1	refseq	orycun2
CENPB	refseq	orycun2
CDC25B	refseq	orycun2
AP5S1	refseq	orycun2
MAVS	refseq	orycun2
PANK2	refseq	orycun2
RNF24	refseq	orycun2
LOC103348222	refseq	orycun2
SMOX	refseq	orycun2
LOC108176691	refseq	orycun2
ADRA1D	refseq	orycun2
LOC103348223	refseq	orycun2
LOC103348236	refseq	orycun2
PRNP	refseq	orycun2
PRND	refseq	orycun2
HMGA1B	other	mm9
RASSF2	refseq	orycun2
SLC23A2	refseq	orycun2
ATRIP-TREX1	other	mm9
TMEM230	refseq	orycun2
PCNA	refseq	orycun2
CDS2	refseq	orycun2
PROKR2	refseq	orycun2
ATXN3L	other	hg19
GS1-600G8.3	other	hg19
LOC103348225	refseq	orycun2
LOC103348227	refseq	orycun2
GPCPD1	refseq	orycun2
C4H20orf196	refseq	orycun2
SHLD1	other	hg19
CHGB	refseq	orycun2
TRMT6	refseq	orycun2
MCM8	refseq	orycun2
CRLS1	refseq	orycun2
LRRN4	refseq	orycun2
FERMT1	refseq	orycun2
CSTF3-DT	other	hg19
AGOS_ADL125C	other	
LINC01713	other	hg19
LOC108175367	refseq	orycun2
T17H1.13; T17H1_13	other	
NEK7.S	other	
NEKL-3	other	
LOC103348237	refseq	orycun2
LOC108175376	refseq	orycun2
LOC108175400	refseq	orycun2
LOC103348238	refseq	orycun2
CST3	refseq	orycun2
LOC103348239	refseq	orycun2
LOC103348240	refseq	orycun2
LOC103348241	refseq	orycun2
LOC103348242	refseq	orycun2
LOC100350897	refseq	orycun2
CST8	refseq	orycun2
LOC108176692	refseq	orycun2
CST11	other	hg19
CST11	other	
CST11	other	mm9
CSTL1	refseq	orycun2
NAPB	refseq	orycun2
GZF1	refseq	orycun2
NXT1	refseq	orycun2
LOC108176624	refseq	orycun2
TTC7B.L	other	
CD93	refseq	orycun2
THBD	refseq	orycun2
SSTR5	other	
SSTR4	refseq	orycun2
FOXA2	refseq	orycun2
LOC103348244	refseq	orycun2
PAX1	refseq	orycun2
6430503K07RIK	other	mm9
LOC100352912	refseq	orycun2
NKX2-4	other	hg19
NKX2-4	other	mm9
XRN2	refseq	orycun2
KIZ	refseq	orycun2
GM20498	other	mm9
COX16	other	mm9
COX16	other	
LOC108176625	refseq	orycun2
RALGAPA2	refseq	orycun2
INSM1	refseq	orycun2
CFAP61	refseq	orycun2
CRNKL1	refseq	orycun2
NAA20	refseq	orycun2
RIN2	refseq	orycun2
BC039771	other	mm9
SLC24A3	refseq	orycun2
SLC24A3-AS1	other	hg19
SCP2D1	refseq	orycun2
DTD1	refseq	orycun2
ZFP46	other	mm9
AT3G16040	other	
F49C12.11	other	
LOC100305830	other	
LOC100499967	other	
LOC100276034	other	
LOC100303964	other	
SMIM26	other	
LOC108176626	refseq	orycun2
SEC23B	refseq	orycun2
MYL12A	other	hg19
RBBP9	refseq	orycun2
POLR3F	refseq	orycun2
DZANK1	refseq	orycun2
ZNF133	refseq	orycun2
ZNF875	other	hg19
KAT14	refseq	orycun2
ATP5MC2	other	hg19
PET117	refseq	orycun2
OVOL2	refseq	orycun2
MGME1	refseq	orycun2
SNX5	refseq	orycun2
LOC108176628	refseq	orycun2
BANF2	refseq	orycun2
RRBP1	refseq	orycun2
DSTN	refseq	orycun2
BFSP1	refseq	orycun2
LOC108176629	refseq	orycun2
PCSK2	refseq	orycun2
PCSK2OS1	other	mm9
F02A9.10	other	
OTOR	refseq	orycun2
SNRPB2	refseq	orycun2
KIF16B	refseq	orycun2
MACROD2	refseq	orycun2
LOC613266	other	hg19
UQCRFS1	other	
LOC100227575	other	
UQCRFS1.L	other	
UQCRFS1.S	other	
LOC103176055	other	
LOC108259670	other	
LOC661125	other	
LOC100134921	other	
LOC106118251	other	
LOC100570317	other	
LOC105345808	other	
LOC100115558	other	
T22N19.80; T22N19_80	other	
LOC100192538	other	
LOC102591978	other	
LOC100192468	other	
LOC542550	other	
LOC100806917	other	
LOC100798615	other	
LOC107777879	other	
MACROD2-AS1	other	hg19
MACROD2-IT1	other	hg19
FLRT3	refseq	orycun2
SEL1L2	refseq	orycun2
NDUFAF5	refseq	orycun2
ESF1	refseq	orycun2
TASP1	refseq	orycun2
TASP1.S	other	
LOC100346508	refseq	orycun2
ISM1	refseq	orycun2
LOC103348252	refseq	orycun2
ISM1-AS1	other	hg19
LOC103348251	refseq	orycun2
LOC108176632	refseq	orycun2
SPTLC3	refseq	orycun2
BTBD3	refseq	orycun2
LOC108176705	refseq	orycun2
LOC108176706	refseq	orycun2
LOC108176693	refseq	orycun2
LOC339593	other	hg19
H2AC17	other	
LOC108176633	refseq	orycun2
DKFZP459L221	other	
NDFIP2.L	other	
LOC106108069	other	
LINC01752	other	hg19
JAG1	refseq	orycun2
JAG1.L	other	
SLX4IP	refseq	orycun2
MKKS	refseq	orycun2
SNAP24	other	
SNAP25	refseq	orycun2
LOC103348253	refseq	orycun2
ANKEF1	refseq	orycun2
SNAP25-AS1	other	hg19
PARAL1	other	hg19
PAK5	refseq	orycun2
LAMP5	refseq	orycun2
LAMP5-AS1	other	hg19
PLCB4	refseq	orycun2
GM14210	other	
ADAM17.L	other	
ADAM17A	other	
RL36A	other	
LOC100194650	other	
LOC751839	other	
ARPC3A	other	
LOC106117860	other	
ARC3	other	
PLCB1	refseq	orycun2
PLCB1-IT1	other	hg19
LOC108176635	refseq	orycun2
TMX4	refseq	orycun2
HAO1	refseq	orycun2
LOC108176636	refseq	orycun2
LOC103348254	refseq	orycun2
MIR8062	other	hg19
LINC01706	other	hg19
LINC01751	other	hg19
LINC01428	other	hg19
BMP2	refseq	orycun2
NACC2	other	mm9
NACC2	other	hg19
NACC2	other	
LOC100354516	refseq	orycun2
C4H12orf54	refseq	orycun2
GLUD2	other	
CDC42SE1.S	other	
LOC100355528	refseq	orycun2
LALBA	refseq	orycun2
KANSL2	refseq	orycun2
CCNT1	refseq	orycun2
TEX49	other	hg19
4930415O20RIK	other	mm9
TEX49	other	
ADCY6	refseq	orycun2
CACNB3	refseq	orycun2
DDX23	refseq	orycun2
RND1	refseq	orycun2
CCDC65	refseq	orycun2
FKBP11	refseq	orycun2
ARF3	refseq	orycun2
WNT10B	refseq	orycun2
WNT1	refseq	orycun2
DDN	refseq	orycun2
PRKAG1	refseq	orycun2
KMT2D	refseq	orycun2
RHEBL1	refseq	orycun2
DHH	refseq	orycun2
LMBR1L	refseq	orycun2
LOC108176637	refseq	orycun2
TUBA1B	refseq	orycun2
LOC100357307	refseq	orycun2
LOC100340483	refseq	orycun2
LOC103348262	refseq	orycun2
LOC108176638	refseq	orycun2
LOC100357567	refseq	orycun2
LOC101927267	other	hg19
PRPH	refseq	orycun2
EIF5AL1	other	hg19
TROAP	refseq	orycun2
C1QL4	refseq	orycun2
DNAJC22	refseq	orycun2
SPATS2	refseq	orycun2
MISP3	other	hg19
MISP3	other	
MISP3	other	mm9
SPATS2.L	other	
KCNH3	refseq	orycun2
MCRS1	refseq	orycun2
FAM186B	refseq	orycun2
PRPF40B	refseq	orycun2
FMNL3	refseq	orycun2
TMBIM6	refseq	orycun2
NCKAP5L	refseq	orycun2
BCDIN3D	refseq	orycun2
FAIM2	refseq	orycun2
LOC108176639	refseq	orycun2
AQP2	refseq	orycun2
AQP-X3	other	
AQP5	refseq	orycun2
AQP6	refseq	orycun2
RACGAP1	refseq	orycun2
RACGAP1.S	other	
RACGAP1.L	other	
ASIC1	refseq	orycun2
SMARCD1	refseq	orycun2
GPD1	refseq	orycun2
LOC100339718	refseq	orycun2
CERS5	refseq	orycun2
LIMA1	refseq	orycun2
FAM186A	refseq	orycun2
ATF1	refseq	orycun2
DIP2B	refseq	orycun2
SKP1P2	other	hg19
LOC100164917	other	
LOC100280388	other	
LOC100285914	other	
LOC100283299	other	
SKR-12	other	
LARP4	refseq	orycun2
SNORD133	other	hg19
TMPRSS12	refseq	orycun2
METTL7A	other	
METTL7A	other	hg19
METHIG1	other	mm9
METTL7A.3.L	other	
METTL7A.L	other	
LOC496010	other	
LOC103344945	refseq	orycun2
HIGD1C	refseq	orycun2
SLC11A2	refseq	orycun2
LOC103348267	refseq	orycun2
LETMD1	refseq	orycun2
CSRNP2	refseq	orycun2
TFCP2	refseq	orycun2
SNRPD2P2	other	hg19
LOC100163556	other	
SMD2	other	
LOC100036587	other	
LOC100193568	other	
SNR-4	other	
LOC100500203	other	
AGOS_AGR277W	other	
POU6F1	refseq	orycun2
DAZAP2	refseq	orycun2
SMAGP	refseq	orycun2
BIN2	refseq	orycun2
CELA1	refseq	orycun2
GALNT6	refseq	orycun2
LOC108176641	refseq	orycun2
LOC103348269	refseq	orycun2
SLC4A8	refseq	orycun2
SCN8A	refseq	orycun2
KRT74	other	mm9
SCN11A	other	
LOC103513338	other	
SCN5LAB	other	
FIGNL2	refseq	orycun2
ANKRD33	refseq	orycun2
ACVRL1	refseq	orycun2
ACVR1B	refseq	orycun2
GRASP	refseq	orycun2
NR4A1	refseq	orycun2
ATG101	refseq	orycun2
SMIM41	other	hg19
KRT80	refseq	orycun2
LINC02874	other	hg19
LOC108176642	refseq	orycun2
KRT7	refseq	orycun2
LOC100350481	refseq	orycun2
LOC100345838	refseq	orycun2
LOC103345089	refseq	orycun2
LOC100350988	refseq	orycun2
LOC100351237	refseq	orycun2
LOC100346099	refseq	orycun2
LOC100346360	refseq	orycun2
LOC100351147	refseq	orycun2
KRT84	refseq	orycun2
KRT82	refseq	orycun2
KRT79	other	
KRT75	refseq	orycun2
LOC100351399	refseq	orycun2
LOC100351653	refseq	orycun2
LOC100351904	refseq	orycun2
LOC108176643	refseq	orycun2
KRT5	refseq	orycun2
LOC100352913	refseq	orycun2
E3	other	
LOC497187	other	
LOC100347394	refseq	orycun2
LOC100347647	refseq	orycun2
KRT2	refseq	orycun2
S1	other	
KRT1	refseq	orycun2
KRT77	refseq	orycun2
LOC100348136	refseq	orycun2
KRT3	refseq	orycun2
KRT4	refseq	orycun2
LOC100348640	refseq	orycun2
KRT78	refseq	orycun2
KRT8	refseq	orycun2
LOC103348274	refseq	orycun2
KRT18	refseq	orycun2
EIF4B	refseq	orycun2
TNS2	refseq	orycun2
LOC103348275	refseq	orycun2
SPRYD3	refseq	orycun2
LOC108176645	refseq	orycun2
IGFBP6	refseq	orycun2
SOAT2	refseq	orycun2
CSAD	refseq	orycun2
T11I11.13; T11I11_13	other	
T16E15.11; T16E15_11	other	
CG12975	other	
ZNF740	refseq	orycun2
ITGB7	refseq	orycun2
RARG	refseq	orycun2
RARG.S	other	
MFSD5	refseq	orycun2
ESPL1	refseq	orycun2
PFDN5	refseq	orycun2
C4H12orf10	refseq	orycun2
AAAS	refseq	orycun2
SP7	refseq	orycun2
SP1	refseq	orycun2
AMHR2	refseq	orycun2
PRR13	refseq	orycun2
PCBP3.S	other	
PCBP2	refseq	orycun2
MAP3K12	refseq	orycun2
TARBP2	refseq	orycun2
NPFF	refseq	orycun2
ATF7	refseq	orycun2
ATF7A	other	
LOC100359118	refseq	orycun2
LOC108176647	refseq	orycun2
ATP5G2	refseq	orycun2
LOC108176646	refseq	orycun2
CALCOCO1	refseq	orycun2
CISTR	other	hg19
CISTR	other	
CISTR	other	mm9
LOC103348277	refseq	orycun2
HOXA1A	other	
HOXC13-AS	other	hg19
